Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2020/04/10/stans-donuts-to-close-after-55-years-of-business-citing-covid-19/?from=timeline,9,6,0:00:48,5,100.00%,66.67%,$0.00
/2020/04/15/english-fiat-lux-classes-center-around-understanding-studying-covid-19s-impacts,9,9,0:03:43,8,87.50%,77.78%,$0.00
/2020/04/15/still-on-the-hill-students-face-loneliness-and-lack-of-vegetables/?fbclid=IwAR10RDbbsWGKCUEMdJou1iXD2fiJ4TR1VBPPP7DR-Ddm8RqUQk3dMxZVHpI,9,9,0:00:00,9,100.00%,100.00%,$0.00
/2020/04/20/spring-sings-move-online-meant-to-maintain-events-original-sense-of-community/?fbclid=IwAR2cTq-ebDeaLaQeoCfK4rIhxVuVAoWFYmcPnxtQu0znp2d1BNKCFsKSYy4,9,8,0:21:33,8,87.50%,88.89%,$0.00
/2020/04/20/womens-basketball-guard-jaden-owens-transfers-to-join-baylor-lady-bears/?fbclid=IwAR3jTzpeuSnConQfGzpsT2_3KfHEPO3bw4uerEub4qjC2L0RivkeWHlpWLs,9,9,0:00:00,9,100.00%,100.00%,$0.00
/2020/04/27/columns-from-quarantine-a-hectic-international-trip-back-home-in-search-of-safety-and-comfort,9,6,0:00:31,1,100.00%,33.33%,$0.00
/2020/04/28/ucla-announces-aim-to-offer-remote-instruction-option-for-fall-quarter/?fbclid=IwAR3hcP6_oG5yXtLxEpciI7a7qPZyIQAGicsgvD8pw384kRufKldud0NRTT0,9,9,0:00:00,9,100.00%,100.00%,$0.00
/2020/05/01/5-westwood-village-ralphs-workers-test-positive-for-covid-19/?fbclid=IwAR2vBcudlk2Y0xC8IfdZKgWUJH4jEQzHGTCtf2T9sBMwV-sbe6g2Lngpmdg,9,8,0:02:23,8,87.50%,88.89%,$0.00
/2020/05/04/former-daily-bruin-editor-awarded-pulitzer-prize-for-journalism,9,5,0:00:31,4,75.00%,44.44%,$0.00
/2020/05/07/ucla-uses-cares-act-funds-to-offer-all-eligible-students-at-least-200/?fbclid=IwAR0VlP986wTY_w-L8zwhL2jOMYD0cXTMx-5d3ftoXys3O9J_bV2BFl13Bic&from=groupmessage,9,9,0:00:00,8,100.00%,100.00%,$0.00
/2020/05/11/cec-event-allows-students-to-cook-alongside-antoni-porowski-over-zoom,9,9,0:01:40,8,87.50%,77.78%,$0.00
/2020/05/12/columns-from-quarantine-with-four-year-timeline-gone-maybe-a-shortened-college-experience-can-be-enough/?fbclid=IwAR0PEAYyxGj2OWZs8kEtrjoo9yRHMnoU74rEiNK0wMKwmt9LMLYda3O-TXk,9,9,0:00:00,9,100.00%,100.00%,$0.00
/2020/05/12/the-quad-here-are-some-tips-on-saving-money-in-a-pandemic-induced-recession/?fbclid=IwAR0hht-Hc8oENVQXUBpZ1KKAMtzCwPzY4iMlvzAcoBRe6mtYTZiEEpV4pEE,9,9,0:00:00,8,100.00%,100.00%,$0.00
/2020/05/12/uclas-first-ballet-company-a-safe-haven-for-plis-dgags-and-fun/?fbclid=IwAR39AhDFnBtuhpr8HDTe0Ut9bTdK7EALw66MUNtzJigxQU0SyfN-bSWcFFY,9,8,0:00:11,8,87.50%,88.89%,$0.00
/2020/05/13/columns-from-quarantine-the-difficulties-of-long-distance-when-an-end-to-stay-at-home-orders-is-uncertain,9,9,0:01:09,3,100.00%,66.67%,$0.00
/2020/05/13/ucla-tells-faculty-to-prepare-for-remote-fall-quarter-official-plans-unannounced/?fbclid=IwAR17hv8zXeqzrgviccjQvNBY_llgXlGrd_wbvstCABfpTVl0OlRTXAP23lo,9,8,0:00:33,8,87.50%,88.89%,$0.00
/2020/05/14/throwback-thursday-bruins-have-been-dealing-with-technical-difficulties-since-the-dawn-of-the-internet,9,9,0:02:35,5,80.00%,66.67%,$0.00
/2020/05/15/album-review-charli-xcx-masterfully-captures-moment-in-lyrical-journey-of-how-im-feeling-now,9,8,0:00:49,6,83.33%,55.56%,$0.00
/2020/05/15/week-seven-admissions-testing-criteria-summer-session-c-online-usac-election-voter-turnout,9,9,0:01:08,1,0.00%,66.67%,$0.00
/2020/05/25/letter-to-the-editor-daily-bruin-editorial-board-fails-to-appropriately-evaluate-cub-referendum/?fbclid=IwAR2jY0s8d-zFqfkdZefzFu2E29QH5ybaFj4JYQ9uDwZ1K1WKwQknOkrJZN8,9,1,0:00:10,1,0.00%,11.11%,$0.00
/2020/05/27/dentistry-professor-sues-uc-for-alleged-retaliation-following-title-ix-testimony?fbclid=IwAR0Lhi8yERmeIXGyFVjPM388GUsXK5f8TjC637LVAxRpQ8ACbvoEULx565U,9,7,0:11:32,7,71.43%,77.78%,$0.00
/2020/05/28/ucpd-says-officers-in-twitter-video-did-not-harm-black-man-with-stun-gun/?fbclid=IwAR0nGUZBIog7eKeE46BsZzptcKiUU-ABpFxNZior8YS0qBkd4ak9bcBY6Tk,9,6,0:02:23,6,50.00%,44.44%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?fbclid=IwAR3vVCVS-GW21F6VMJdM_OgSMmN1MzVV0CKnyHUvEq57O2LujVroT0x50pk,9,5,0:02:51,5,40.00%,44.44%,$0.00
/2020/06/11/editorial-cartoon-green-screen-graduation,9,9,0:00:48,1,0.00%,11.11%,$0.00
/2020/06/19/ucla-implements-covid-19-symptom-monitoring-survey-for-students-and-staff?fbclid=IwAR1Se13qQZRMfe7sePnY9AoW0Olzeogq1lg7pRtqFk-SMSmXUxEnyRKg2pI,9,4,0:00:14,4,75.00%,44.44%,$0.00
/2020/01/05/a-difference-of-opinion-editors-the-potential-benefits-and-harms-of-uclas-new-university-housing-projects,8,8,0:09:33,8,75.00%,75.00%,$0.00
/2020/01/05/gallery-ucla-gymnastics-soars-into-competition-finishes-second-in-collegiate-challenge,8,7,0:01:52,3,100.00%,37.50%,$0.00
/2020/01/06/ucla-traditions-evolve-with-students-fade-from-campus-throughout-the-decades,8,8,0:00:00,7,100.00%,100.00%,$0.00
/2020/01/07/letter-to-the-editor-centennial-campaign-remains-committed-to-students/,8,8,0:00:45,2,50.00%,50.00%,$0.00
/2020/01/07/local-cat-cant-keep-his-paws-off-westwood-residents-hearts,8,8,0:00:50,8,87.50%,87.50%,$0.00
/2020/01/07/playwright-max-yu-becomes-first-chinese-american-to-receive-relentless-award/?fbclid=IwAR3eu4mxpjUU9ATO_fS7WVM1fqYlVS3r7GI8rkcFgLzr_psrXMQAo6T7mK0,8,8,0:00:46,8,87.50%,87.50%,$0.00
/2020/01/07/ucla-footballs-matt-lynch-announces-plan-to-enter-transfer-portal,8,7,0:17:29,7,85.71%,87.50%,$0.00
/2020/01/09/planned-metro-line-at-ucla-could-make-commuting-easier-for-students,8,8,0:00:00,7,100.00%,100.00%,$0.00
/2020/01/09/usac-recap-jan-7-2/,8,8,0:00:48,1,0.00%,50.00%,$0.00
/2020/01/13/editorial-cartoon-laundry/,8,8,0:00:12,2,100.00%,37.50%,$0.00
/2020/01/13/music-preview-artists-embody-purpose-by-defining-individual-identities,8,6,0:00:46,4,50.00%,62.50%,$0.00
/2020/01/15/study-looks-into-health-care-differences-for-men-women-after-affordable-care-act,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/01/18/los-angeles-womens-march-draws-thousands-together-in-support-of-womens-rights,8,8,0:00:54,7,100.00%,87.50%,$0.00
/2020/01/20/alumna-author-imbues-fiction-with-scientific-rigor-feminist-principles/,8,7,0:00:17,3,66.67%,62.50%,$0.00
/2020/01/22/party-of-five-season-1-review-episode-4-authentic-mexican,8,8,0:10:48,7,71.43%,62.50%,$0.00
/2020/01/23/mens-volleyball-focuses-on-finding-synergy-with-young-roster/,8,8,0:07:53,5,100.00%,75.00%,$0.00
/2020/01/23/uc-labor-union-endorses-democratic-presidential-candidate-bernie-sanders/,8,8,0:00:03,5,100.00%,62.50%,$0.00
/2020/01/23/usac-works-with-admin-to-implement-more-accessible-gender-inclusive-housing-option,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/01/26/ucla-student-authors-book-covering-themes-of-mental-health-and-identity,8,6,0:00:41,3,100.00%,50.00%,$0.00
/2020/01/27/student-cohesively-blends-genres-to-make-fluid-self-produced-music/,8,8,0:01:12,4,100.00%,62.50%,$0.00
/2020/01/28/event-to-showcase-student-skills-through-art-exhibit-performative-dances/,8,8,0:00:15,5,100.00%,87.50%,$0.00
/2020/01/29/researchers-find-evidence-of-small-dark-matter-halos-with-new-gravity-based-method,8,8,0:06:08,6,100.00%,87.50%,$0.00
/2020/01/30/usac-introduces-revamped-election-code-to-prevent-password-theft/,8,7,0:02:50,0,0.00%,37.50%,$0.00
/2020/02/03/gallery-local-businesses-discuss-influence-of-sundance-film-festival-on-park-city-utah,8,7,0:03:31,0,0.00%,0.00%,$0.00
/2020/02/04/battle-of-the-editors-which-bruin-athletes-would-find-the-most-success-when-competing-for-another-sport/,8,8,0:00:29,4,100.00%,50.00%,$0.00
/2020/02/07/ucla-professor-to-bring-her-harvard-course-on-adolescence-to-local-high-school/?fbclid=IwAR1jOENzLXEepS8-HjawAnl6xbmbmBANBMk7aM8dZszEJa9V-iBoabEKjXA,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/02/07/womens-basketball-to-play-higher-ranked-stanford-focus-on-shooting/,8,8,0:00:43,3,66.67%,87.50%,$0.00
/2020/02/09/generation-xchange-program-unites-senior-citizens-and-elementary-school-students/,8,7,0:00:51,7,85.71%,87.50%,$0.00
/2020/02/10/ucla-alumna-uses-green-screens-cgi-in-short-film-to-spotlight-superficiality-in-dating,8,7,0:00:27,5,80.00%,75.00%,$0.00
/2020/02/14/gallery-defining-love,8,7,0:00:39,2,50.00%,37.50%,$0.00
/2020/02/14/softball-to-play-first-road-games-in-st-pete-clearwater-elite-invitational/,8,5,0:00:29,2,50.00%,37.50%,$0.00
/2020/02/16/track-and-field-notches-multiple-program-indoor-records-over-weekend-meets/,8,7,0:00:35,3,100.00%,50.00%,$0.00
/2020/02/19/beach-volleyball-confident-in-team-dynamics-ahead-of-season-opener/,8,8,0:01:45,4,50.00%,50.00%,$0.00
/2020/02/20/weekend-in-preview-feb-21/,8,7,0:00:30,2,100.00%,25.00%,$0.00
/2020/02/23/baseball-concludes-saint-marys-series-with-third-victory-completing-weekend-sweep,8,8,0:05:46,6,100.00%,75.00%,$0.00
/2020/02/25/ucla-gymnasts-stack-up-season-high-scores-solidify-no-3-standing/,8,8,0:00:47,4,100.00%,62.50%,$0.00
/2020/02/25/usac-external-vice-president-fails-to-receive-pay-for-weeks-due-to-lost-daca-status,8,8,0:00:26,4,100.00%,62.50%,$0.00
/2020/02/25/with-undefeated-record-ucla-softball-continues-tradition-of-strong-season-starts/,8,8,0:00:33,3,66.67%,50.00%,$0.00
/2020/02/26/corals-quarrels-gymnastics-regular-season-merits-same-judging-as-postseason-to-ensure-fairness/,8,8,0:01:16,2,100.00%,50.00%,$0.00
/2020/02/27/dWNzLXRlcm,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/02/27/norah-flatley-and-margzetta-frazier-find-friendship-bring-energy-to-gymnastics/?fbclid=IwAR2NW3iOt_i0d7V3xyl8oHJb9inKRrCFVNXxE0eBkyvVrjkLpBviZOATfXg,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/02/27/softball-looks-to-wrangle-no-3-texas-longhorns-in-upcoming-game/,8,8,0:01:30,5,100.00%,62.50%,$0.00
/2020/02/28/graphic-bruins-on-the-boards/,8,7,0:00:08,0,0.00%,12.50%,$0.00
/2020/02/28/mens-volleyball-aims-for-consistency-in-upcoming-games-against-csun-long-beach/,8,6,0:06:50,5,40.00%,62.50%,$0.00
/2020/02/28/weekend-in-preview-feb-28/,8,8,0:02:59,1,100.00%,37.50%,$0.00
/2020/03/01/womens-tennis-completes-weekend-sweep-of-area-rivals-with-win-over-pepperdine/,8,7,0:01:21,1,100.00%,25.00%,$0.00
/2020/03/02/mother-and-son-craft-play-depicting-punk-scene-in-1980s-los-angeles,8,7,0:29:53,7,85.71%,87.50%,$0.00
/2020/03/03/the-quad-test-anxiety-happens-but-there-are-techniques-students-can-use-to-alleviate-it,8,8,0:00:50,5,100.00%,75.00%,$0.00
/2020/03/04/gallery-democratic-presidential-candidates-hold-rallies-in-los-angeles,8,6,0:01:37,0,0.00%,12.50%,$0.00
/2020/03/04/graphic-shooting-star-michaela-onyenwere-2/,8,8,0:00:27,2,100.00%,37.50%,$0.00
/2020/03/05/assembly-bill-2712-proposes-universal-basic-income-to-california-residents/?fbclid=IwAR3l-0hy6asJ_mAi8dVsRY9O1jvVrH5eQ4aUbRELy9O3b3jjZjC_7q3TvaI,8,7,0:01:01,7,85.71%,87.50%,$0.00
/2020/03/05/wvia-discusses-renovations-allowed-for-buildings-with-historic-designations,8,7,0:00:49,7,71.43%,75.00%,$0.00
/2020/03/08/ucla-students-overcome-obstacles-to-complete-la-marathon,8,8,0:02:02,8,87.50%,87.50%,$0.00
/2020/03/11/fans-no-longer-allowed-to-attend-march-madness-pac-12-tournaments,8,8,0:01:01,4,0.00%,50.00%,$0.00
/2020/03/12/ucla-beach-volleyball-defeats-crosstown-rival-usc-for-2nd-time-this-season,8,8,0:01:07,5,80.00%,75.00%,$0.00
/2020/03/15/the-quad-for-seniors-an-online-spring-quarter-means-an-incomplete-college-experience/?fbclid=IwAR0AhgeLNWQ8ROnedqTMXASYwtfyn2YaG-_X6hh8l_z6SCRmzs_kVMkkmFI,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/03/16/short-film-looks-to-create-horror-suspense-through-visual-effects,8,8,0:15:36,7,85.71%,87.50%,$0.00
/2020/03/22/ucla-may-convert-campus-facilities-to-hospitals-for-covid-19-patients-if-needed/?fbclid=IwAR0WD3hMVdLs_FHdZTJHPeeBUy5U9kWiTK4yO8DKyqZG3sOyFgDGrctiQ0Q,8,3,0:13:09,3,33.33%,37.50%,$0.00
/2020/03/31/racist-zoombombing-incidents-at-ucla-disrupt-online-classes-and-students/?fbclid=IwAR28jKE19iQntvr4ns6nUCflaK2yObcQOwsmWURCHvm86ZaiZJ5mIOu8w8s,8,8,0:00:25,8,87.50%,87.50%,$0.00
/2020/04/07/the-online-edition-the-adjustment-show/?fbclid=IwAR13VgKC8wMzd3tFOLmYbg1lgp8LrrW80nRgDGdFZrNN1K3LWnSBZyWQXFM,8,4,0:04:54,4,25.00%,12.50%,$0.00
/2020/04/08/illustrations-provide-medium-for-graduating-students-to-commemorate-college,8,8,0:01:50,8,87.50%,87.50%,$0.00
/2020/04/08/usac-approves-candidates-and-referenda-for-online-spring-2020-election-ballot/?utm_name=iossmf,8,6,0:00:44,6,83.33%,75.00%,$0.00
/2020/04/10/mens-volleyball-reflects-on-a-season-cut-short-by-the-coronavirus-pandemic,8,8,0:02:34,5,60.00%,50.00%,$0.00
/2020/04/10/stans-donuts-to-close-after-55-years-of-business-citing-covid-19/?fbclid=IwAR1MMCiFoYo1gsDLVOZ97Jyej6mcMKDXgLg_JfysbfGXFGjBu2kVVBRN6wg,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/04/14/graphics-stationery-wars,8,8,0:00:37,2,0.00%,37.50%,$0.00
/2020/04/14/ucs-test-optional-policy-for-2021-applicants-invites-bias-into-admissions-process/?fbclid=IwAR3R__IzHs7WM7BdNgNzMW4fruTjUSmXK_zuySOQsYMUBd1VMgY8QOrqxAs,8,6,0:10:38,6,83.33%,75.00%,$0.00
/2020/04/15/english-fiat-lux-classes-center-around-understanding-studying-covid-19s-impacts/?from=groupmessage,8,6,0:01:24,5,60.00%,75.00%,$0.00
/2020/04/15/exploring-how-los-angeles-art-museums-have-curated-virtual-visitor-experiences,8,7,0:00:30,7,85.71%,87.50%,$0.00
/2020/04/16/editorial-lack-of-mandated-time-zone-accommodations-hinders-learning-of-nonlocal-students,8,8,0:00:55,3,100.00%,62.50%,$0.00
/2020/04/20/spring-sings-move-online-meant-to-maintain-events-original-sense-of-community,8,8,0:02:15,2,100.00%,50.00%,$0.00
/2020/04/22/recent-move-to-telehealth-services-can-help-solve-existing-caps-capacity-concerns,8,8,0:01:24,3,0.00%,37.50%,$0.00
/2020/04/26/gallery-quarantine-gardening,8,7,0:01:50,3,66.67%,37.50%,$0.00
/2020/04/27/professors-tweets-regarding-covid-19-elicit-student-concerns-of-xenophobic-tone/?fbclid=IwAR1Knlg0Re0wRXbLsjjy5fhLroGnnz1W7F1lrUgjyKSAcXxnNWNAdxhsP50,8,8,0:01:01,8,87.50%,87.50%,$0.00
/2020/04/28/daishen-nix-decommits-from-ucla-mens-basketball-to-play-in-nba-g-league,8,8,0:00:31,6,83.33%,62.50%,$0.00
/2020/04/28/students-sue-uc-and-csu-systems-demand-refunds-amid-covid-19-campus-closures/?fbclid=IwAR0IhHWbQCwRvlBUq8lX5HoBheHqD59R8pYmEfw3WzHr0Ne8xTqSAeX32YQ,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/04/28/students-sue-uc-and-csu-systems-demand-refunds-amid-covid-19-campus-closures/?fbclid=IwAR0NKpmokWG0pXNRTXUDsYu96aV4CYTsnLc4q9-0n6hDro9q2JjKJ8lNY_E,8,8,0:00:40,8,87.50%,87.50%,$0.00
/2020/04/28/ucla-announces-aim-to-offer-remote-instruction-option-for-fall-quarter/?fbclid=IwAR2ZPQegWML58FxHtxyemvq3ioBP9Rj2KejGl2StG08wpczsLw3VTj9qaLU,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/04/29/electrician-who-worked-at-ronald-reagan-ucla-medical-center-dies-of-covid-19/?fbclid=IwAR1Hgmisy0q2-06HlBNGCKQrvCPjkuWKkPdRYU9AJzLQnel48OP-dci30gU,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/05/01/5-westwood-village-ralphs-workers-test-positive-for-covid-19/?fbclid=IwAR0BUfYWodAMLq6w6UZVb7Pan42OdMY6kzmCFGY-1F2i1pa_HTzAVxNb5ys,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/05/02/usac-officer-evaluation-mihika-sridhar-student-wellness-commissioner,8,7,0:00:06,4,100.00%,50.00%,$0.00
/2020/05/04/the-history-of-referendums-on-usac-ballots-what-students-are-paying/?preview_id=379624&preview_nonce=4845fd06a9&_thumbnail_id=379626&preview=true,8,4,0:01:52,2,0.00%,0.00%,$0.00
/2020/05/06/new-title-ix-rules-to-improve-due-process-for-students-accused-of-sexual-misconduct/?fbclid=IwAR0kzW1YXtwoL-5YRB_JUym9O9KXb7E8FA0zPTVgl2hKtpn0iwl34SA_Jq4,8,7,0:10:04,6,100.00%,87.50%,$0.00
/2020/05/06/usacs-online-election-causes-candidates-to-rethink-campaign-tactics,8,8,0:01:47,4,75.00%,37.50%,$0.00
/2020/05/07/the-online-edition-the-creativity-show,8,7,0:01:14,4,75.00%,62.50%,$0.00
/2020/05/11/cec-event-allows-students-to-cook-alongside-antoni-porowski-over-zoom/?fbclid=IwAR0Ne1Xr382zjwo4ugsA-4c1-4o_IMCz4bID0mD66rbRqDrGHM0rADrFFkM,8,6,0:01:53,6,66.67%,75.00%,$0.00
/2020/05/11/columns-from-quarantine-maintaining-mental-health-in-quarantine-reflecting-moods-in-tunes,8,8,0:00:40,5,100.00%,87.50%,$0.00
/2020/05/12/columns-from-quarantine-with-four-year-timeline-gone-maybe-a-shortened-college-experience-can-be-enough/?fbclid=IwAR2MAcUOzj74M4qUftlZFwIip4ghxZrO19G6X-XcPE8MNEQeIY52G3iYPB0,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/05/13/ucla-community-responds-to-increased-racism-toward-asian-americans-during-pandemic/?fbclid=IwAR35gc94AaYhPbYyv0rA-wwDBzrcIsysWB5aFde9VVtNjGBS9XlE-qqU478,8,7,0:02:43,6,66.67%,75.00%,$0.00
/2020/05/13/ucla-tells-faculty-to-prepare-for-remote-fall-quarter-official-plans-unannounced/?fbclid=IwAR1baqi1-7d_mayxGLoGqaTGlvxraJHcUjAYuJflr3X_Qwrq9v4alFIqprw,8,7,0:05:26,7,71.43%,75.00%,$0.00
/2020/05/13/ucla-tells-faculty-to-prepare-for-remote-fall-quarter-official-plans-unannounced/?fbclid=IwAR1UuGF6G3oB4-AdHylHSvmOPZ7kSCxUfzh5iNT73GPQ8ajcGiaoRCuZRPQ,8,6,0:00:47,6,66.67%,75.00%,$0.00
/2020/05/13/ucla-tells-faculty-to-prepare-for-remote-fall-quarter-official-plans-unannounced/?fbclid=IwAR3-PwWmdKH4qhwuYGnUtRgnyRyJ0WsDgqJ1KBtTO1WhfmKykxso7SzyoHs,8,8,0:00:00,7,100.00%,100.00%,$0.00
/2020/05/14/professors-podcast-explores-technological-social-innovation-in-music-industry,8,8,0:00:00,6,100.00%,100.00%,$0.00
/2020/05/15/study-finds-low-income-la-communities-most-at-risk-of-not-receiving-cares-act-funds/?fbclid=IwAR1a7aYuOls_UBXU_55sIpkwBkvoiIhesLHGdAmeHdSZdD8hzKBUF-9Jqw8,8,8,0:00:08,8,87.50%,87.50%,$0.00
/2020/05/18/music-clubs-telephone-jams-call-on-participants-to-dial-into-creativity,8,7,0:00:07,5,100.00%,75.00%,$0.00
/2020/05/19/parent-sentenced-to-250000-fine-after-bribing-sons-way-into-ucla/,8,7,0:01:57,6,100.00%,75.00%,$0.00
/2020/05/20/napolitano-says-ucs-will-likely-operate-on-hybrid-basis-for-fall-decision-not-yet-made/?from=timeline,8,6,0:13:32,6,66.67%,75.00%,$0.00
/2020/05/22/columns-from-quarantine-reimagining-a-final-quarter-dedicated-to-helping-those-with-leukemia-lymphoma/,8,8,0:00:57,6,83.33%,75.00%,$0.00
/2020/05/26/editorial-cartoon-cosmos-air,8,7,0:03:33,0,0.00%,0.00%,$0.00
/2020/05/28/scattertones-bond-to-be-essential-to-performance-despite-being-scattered-apart,8,8,0:00:08,4,100.00%,87.50%,$0.00
/2020/05/31/editorial-cartoon-we-cant-breathe?fbclid=IwAR0vdvgpzPGLJ83TyT9QbWtN92DRCJ2N2xhsGH72bEUZm0MgaLGb87_xsVU,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?fbclid=IwAR0gRNOJn7hdno6c3rZjVBUo5f8QzNmlJhTS1jJQ7ZvKnAGRstTTT5GgeuM,8,5,0:15:01,5,40.00%,62.50%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?fbclid=IwAR0jeRil17psStW_A5VVlC_tT2AavXHK2Yo6k4Z5WiDPh5zcrectYkBLFCM,8,5,0:01:49,5,60.00%,62.50%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?fbclid=IwAR3rnBPoNl_TPFX4de019271ansNSjUly9K3QlM9zjpntK-aPM6NO8f9pUE,8,6,0:02:52,6,83.33%,75.00%,$0.00
/2020/06/10/brush-fire-breaks-out-near-getty-center-drive-no-evacuation-orders-issued?fbclid=IwAR3-5bNxpr3vC8XkzVkxFo0623H-pV5Pym7ef1l4DaoIDWELKtixDlJF3pI,8,8,0:00:00,8,100.00%,100.00%,$0.00
/2020/06/10/the-quad-revisiting-affirmative-action-as-conversation-on-inequality-is-amplified?fbclid=IwAR1Gtv6tPQ-r5TnJVNheNLdRe1pAtESEhmJvxktdr4JK6Ay0Q-UqYzrSA68,8,8,0:06:19,8,87.50%,87.50%,$0.00
/2020/06/15/ucla-announces-fall-quarter-plans-for-classes-housing-health-precautions?fbclid=IwAR1HtOJJe8bBwCV2aZ9UJu1J3HHgl-SvaIbHGjEuHTukVIbSzejtyjvUJXw,8,7,0:00:23,7,85.71%,87.50%,$0.00
/2020/01/08/law-organization-changes-name-after-concerns-regarding-origins-of-its-previous-one,7,7,0:00:00,7,100.00%,100.00%,$0.00
/2020/01/08/mens-volleyballs-aggressive-serving-approach-leads-to-many-errors-but-also-aces/,7,6,0:02:10,6,66.67%,71.43%,$0.00
/2020/01/09/2019-2020-daily-bruin-diversity-report,7,4,0:00:22,2,50.00%,28.57%,$0.00
/2020/01/09/conflicting-reports-breed-distrust-in-avoidance-of-news-among-americans/,7,7,0:00:43,5,80.00%,57.14%,$0.00
/2020/01/10/la-department-of-health-services-to-acquire-skid-row-ucla-health-clinic,7,7,0:00:00,7,100.00%,100.00%,$0.00
/2020/01/13/gene-block-discusses-la-wildfires-centennial-campaign-and-more-ucla-matters,7,7,0:00:00,6,100.00%,100.00%,$0.00
/2020/01/14/ucla-mens-basketball-loss-to-rival-usc-highlights-teams-defensive-issues/,7,7,0:01:27,0,0.00%,42.86%,$0.00
/2020/01/15/editorial-lighting-olympic-torch-shouldnt-push-student-housing-crisis-into-the-shadows/,7,6,0:05:09,4,50.00%,42.86%,$0.00
/2020/01/15/jacqed-up-ncaa-could-better-use-its-resources-to-support-professional-u-s-womens-soccer,7,7,0:00:38,5,100.00%,85.71%,$0.00
/2020/01/15/mens-soccers-milan-iloski-signs-deal-with-professional-soccer-team-real-salt-lake,7,7,0:02:01,7,71.43%,71.43%,$0.00
/2020/01/15/musicology-guest-lecturer-to-discuss-revival-of-stoic-philosophy-as-psychotherapy/,7,7,0:02:31,6,83.33%,85.71%,$0.00
/2020/01/15/the-bachelor-season-24-review-episode-2,7,7,0:00:00,6,100.00%,100.00%,$0.00
/2020/01/16/new-wnba-agreement-to-provide-players-with-increased-salaries-more-benefits,7,7,0:03:06,6,66.67%,71.43%,$0.00
/2020/01/17/mens-basketball-to-face-golden-bears-in-battle-of-lowest-ranked-pac-12-teams/,7,6,0:03:54,5,40.00%,57.14%,$0.00
/2020/01/22/the-quad-take-a-look-back-at-how-womens-marches-have-transformed-throughout-history,7,7,0:00:25,5,100.00%,85.71%,$0.00
/2020/01/24/course-focuses-on-students-wellness-explains-well-being-through-neuroscience,7,7,0:00:00,6,100.00%,100.00%,$0.00
/2020/01/24/uc-board-of-regents-contemplates-raising-tuition-for-california-residents,7,7,0:00:17,5,100.00%,85.71%,$0.00
/2020/01/25/asucla-board-of-directors-recap-jan-24,7,5,0:01:47,4,25.00%,28.57%,$0.00
/2020/01/26/editorial-ucla-continues-to-ignore-student-input-into-decisions-regarding-care-director/,7,7,0:01:02,4,75.00%,57.14%,$0.00
/2020/01/27/students-code-software-to-help-underrepresented-groups-in-lgtbq-hackathon,7,7,0:00:10,6,100.00%,85.71%,$0.00
